ISBN_10,author,book_type,discounted_price,no_of_pages,original_price,published_date,publisher,title_of_book
9781405910248,Sylvia Day,eBook,,368,$15.99,2012-05-28,ePUB,Bared to You The book that launched the eighteen-million-copy-bestselling series
9780241145531,Robert Macfarlane,eBook,,448,$15.99,2012-06-07,ePUB,The Old Ways Journey on Foot
9780755350704,Martina Cole,eBook,,576,$11.99,2008-09-04,ePUB,Dangerous Lady A gritty thriller about the toughest woman in London's criminal underworld
9781250207814,L. E. Modesitt Jr.,eBook,$12.99,,$16.20,2019-08-13,Format,The Mage-Fire War 
9781407034379,Terry Pratchett,eBook,,288,$15.99,2008-12-26,ePUB,The Colour Of Magic (Discworld Novel 1)
9781405937733,Fredrik Backman,eBook,,432,$15.99,2018-05-03,ePUB,Beartown From the New York Times bestselling author of A Man Called Ove and Anxious People
9780141911748,"Robert Graves,Barry Unsworth",eBook,,416,$15.99,2006-08-03,ePUB,"I, Claudius "
9780748110063,Iain M. Banks,eBook,,320,$12.99,2008-09-04,ePUB,The Player Of Games Culture: Book 2
9780718193348,Simon Baron-Cohen,eBook,,208,$15.99,2011-12-21,ePUB,Zero Degrees of Empathy A new theory of human cruelty
9780141965932,Jeff Pearce,eBook,,288,$14.99,2011-01-20,ePUB,A Pocketful of Holes and Dreams 
9780141930237,Nassim Nicholas Taleb,eBook,,368,$15.99,2007-05-03,ePUB,Fooled by Randomness The Hidden Role of Chance in Life and in the Markets
9780976420088,"Helen Schucman,William T. Thetford",eBook,$7.99,680,$8.79,2009-05-15,ePUB,A Course in Miracles Original Edition Text
9781405525978,Anthony Ryan,eBook,,656,$12.99,2015-07-02,ePUB,Queen of Fire Book 3 of Raven's Shadow
9781407059488,John Grisham,eBook,,400,$15.99,2010-04-21,ePUB,The Summons A gripping crime thriller from the Sunday Times bestselling author of mystery and suspense
9780241351581,Malcolm Gladwell,eBook,,320,$15.99,2019-09-10,ePUB,Talking to Strangers What We Should Know about the People We Don't Know
9780755375561,Martina Cole,eBook,,442,$11.99,2011-10-18,ePUB,The Faithless A dark thriller of intrigue and murder
9780241257975,"Carlo Rovelli,Simon Carnell,Erica Segre",eBook,,256,$15.99,2016-10-06,ePUB,Reality Is Not What It Seems The Journey to Quantum Gravity
9780141916033,John Donne,eBook,,688,$14.99,2004-06-24,ePUB,The Complete English Poems 
9780748115389,Robert Jordan,eBook,,928,$12.99,2010-02-16,ePUB,The Fires Of Heaven Wheel of Time: Book 5
9781407087832,Dilly Court,eBook,,512,$15.99,2010-09-16,ePUB,The Ragged Heiress A heartwarming historical saga from Sunday Times bestselling author Dilly Court
9780141929842,"Roald Dahl,Quentin Blake",eBook,,96,$9.99,2007-09-06,ePUB,Fantastic Mr Fox 
9780307962546,"Niccolo Machiavelli,Michael Ennis",eBook,,,$3.99,2012-07-17,Format,The Prince 
9780141913889,"George Orwell,Richard Hoggart",eBook,,240,$15.99,2001-04-26,ePUB,The Road to Wigan Pier 
9780755387076,"James Patterson,Andrew Gross",eBook,,283,$12.99,2011-04-28,ePUB,3rd Degree 
9780748124916,Benedict Jacka,eBook,,304,$11.99,2012-03-01,ePUB,Fated The First Alex Verus Novel from the New Master of Magical London
9781405928335,Bernard Cornwell,Paperback,$20.35,496,$22.99,2016-11-28,Paperback,Enemy of God A Novel of Arthur
9780857896346,Nick Alexander,eBook,,300,$5.99,2013-04-01,ePUB,The French House 
9781407034393,Terry Pratchett,eBook,,288,$15.99,2009-11-24,ePUB,The Light Fantastic (Discworld Novel 2)
9780141979106,Steven Pinker,eBook,,256,$18.99,2018-02-13,ePUB,"Enlightenment Now The Case for Reason, Science, Humanism, and Progress"
9780007369409,Jack Higgins,eBook,,416,$10.99,2011-06-14,ePUB,"Dark Justice (Sean Dillon Series, Book 12) THE NEW SEAN DILLON THRILLER (Sean Dillon Series, Book 12)"
9780544029569,"Adam Rubin,Daniel Salmieri",eBook,$11.99,32,$14.29,2024-02-27,ePUB,Those Darn Squirrels! 
9780702069918,J Alastair Innes,eText,,,$73.95,2018-03-09,Format,Macleod's Clinical Examination 
9780141919263,Hugh Aldersey-Williams,eBook,,448,$15.99,2011-02-03,ePUB,Periodic Tales The Curious Lives of the Elements
9780241317952,Dr Rangan Chatterjee,eBook,,272,$19.99,2018-12-27,ePUB,"The Stress Solution The 4 Steps to a Calmer, Happier, Healthier You"
9780748109593,"Mark Billingham,Roger Lloyd Pack",eBook,,448,$12.99,2008-09-04,ePUB,The Burning Girl 
9780988443112,Joseph Burgo,eBook,,,$14.36,2016-05-09,Format,Why Do I Do That? Psychological Defense Mechanisms and the Hidden Ways They Shape Our Lives 
9780748126743,Kate Ellis,eBook,,256,$12.99,2011-01-20,ePUB,The Merchant's House Book 1 in the DI Wesley Peterson crime series
9781407034508,Terry Pratchett,eBook,,320,$15.99,2009-05-27,ePUB,Mort (Discworld Novel 4)
9780575086227,Joe Abercrombie,eBook,,1600,$21.99,2012-08-30,ePUB,"The First Law Trilogy Boxed Set The Blade Itself, Before They Are Hanged, Last Argument of Kings"
9780141355177,Jill Murphy,eBook,,208,$9.99,2018-09-06,ePUB,First Prize for the Worst Witch 
9780141916224,Lisa Jewell,eBook,,464,$15.99,2001-09-27,ePUB,One-hit Wonder 'A compelling story packed with intriguing characters' THE TIMES
9780340911709,Robert Muchamore,Paperback,$18.25,352,$19.99,2007-03-01,Paperback,The Fall CHERUB : Book 7
9780755396528,Lisa Gardner,eBook,,328,$11.99,2012-07-05,ePUB,The Other Daughter 
9780241966167,Spike Milligan,eBook,,128,$14.99,2012-12-13,ePUB,Monty His Part in My Victory
9780748117215,"Robert Jordan,Brandon Sanderson",eBook,,672,$12.99,2011-01-31,ePUB,Towers of Midnight Wheel of Time: Book 13
9780586066232,Arthur C Clarke,Paperback,,240,$23.75,1998-11-02,Paperback,The Songs of Distant Earth 
9781405517829,Nora Roberts,eBook,,368,$11.99,2013-10-31,ePUB,Dark Witch Cousins O’Dwyer : Book 1
9780241248805,Elizabeth Strout,eBook,,280,$15.99,2017-05-04,ePUB,Anything is Possible 
9780141986203,"Abhijit V. Banerjee,Esther Duflo",eBook,,256,$21.99,2019-11-12,ePUB,Good Economics for Hard Times Better Answers to Our Biggest Problems
9780307788641,Alicia Appleman-Jurman,eBook,$11.99,,$13.70,2011-02-16,Format,Alicia My Story
9780307537928,Hugh L. Mills Jr.,eBook,$20.99,,$25.70,2009-01-16,Format,Low Level Hell A Scout Pilot in the Big Red One
9781401928926,Louise Hay,eBook,$9.99,238,$10.26,2000-01-01,ePUB,The Power Is Within You 
9781405521284,Kate Furnivall,eBook,,384,$12.99,2013-12-05,ePUB,"The Far Side of the Sun An epic story of love, loss and danger in paradise . . ."
9780785171393,"Greg Pak,John Romita",eBook,$10.99,,$13.19,2019-03-06,Format,Hulk World War Hulk
9780241981344,Gregory Zuckerman,eBook,,304,$18.99,2019-11-05,ePUB,The Man Who Solved the Market How Jim Simons Launched the Quant Revolution SHORTLISTED FOR THE FT & MCKINSEY BUSINESS BOOK OF THE YEAR AWARD 2019
9780141927237,Eoin Colfer,eBook,,384,$12.99,2006-04-06,ePUB,Artemis Fowl and the Opal Deception 
9781405528528,Angus Watson,eBook,,560,$11.99,2014-09-02,ePUB,Age of Iron 
9780768487817,"Barbie Breathitt,James W. Goll,Chuck Pierce",eBook,$20.99,316,$24.93,2012-08-21,ePUB,The Gateway to the Seer Realm Look Again to See Beyond the Natural
9780748114696,Val McDermid,eBook,,448,$11.99,2009-09-03,ePUB,Fever of the Bone Tony Hill & Carol Jordan: Book 6
9781405926416,Claire Douglas,eBook,,400,$15.99,2017-07-13,ePUB,Last Seen Alive The twisty thriller from the author of THE COUPLE AT NO 9
9780571342624,Lenny Henry,eBook,$15.99,352,$18.69,2019-10-01,ePUB,"Who am I, again? "
9780393634563,"Homer,Emily Wilson",eBook,$50.99,656,$62.65,2017-11-07,ePUB,The Odyssey 
9780297864073,Jostein Gaarder,eBook,,448,$12.99,2010-07-15,ePUB,Sophie's World 
9780547526843,Stephen W. Sears,eBook,,640,$11.99,2004-11-03,ePUB,Gettysburg 
9780141975962,David Edgerton,eBook,,720,$18.99,2018-06-28,ePUB,The Rise and Fall of the British Nation A Twentieth-Century History
9780241345719,"Ivan Krastev,Stephen Holmes",eBook,,256,$15.99,2019-10-31,ePUB,The Light that Failed A Reckoning
9780670922888,Olivia Fox Cabane,eBook,,272,$16.99,2012-10-01,ePUB,"The Charisma Myth How to Engage, Influence and Motivate People"
9780141964041,Nicci French,eBook,,320,$15.99,2014-04-10,ePUB,Thursday's Child A Frieda Klein Novel (4)
9780765377104,"Cixin Liu,Ken Liu",Hardcover,,608,$51.90,2016-09-20,Hardcover,Death's End 
9780241965214,Nick Hornby,eBook,,256,$15.99,2014-11-06,ePUB,Funny Girl Now The Major TV Series Funny Woman Starring Gemma Arterton
9780241963333,Salley Vickers,eBook,,304,$15.99,2012-11-01,ePUB,The Cleaner of Chartres 
9781311206527,Nick Loper,eBook,,,$0.00,2015-05-20,Format,The Side Hustle How to Turn Your Spare Time into $1000 a Month or More
9780141911137,Gerald Durrell,eBook,,768,$18.99,2006-08-03,ePUB,The Corfu Trilogy 
9780755350766,Martina Cole,eBook,,672,$11.99,2008-09-04,ePUB,Two Women An unbreakable bond. A story you'd never predict. An unforgettable thriller from the queen of crime.
9780755372225,Karen Rose,eBook,,300,$11.99,2009-10-15,ePUB,You Can't Hide 
9780575097759,Brandon Sanderson,eBook,,800,$11.99,2010-03-30,ePUB,The Well of Ascension Misborn: Book 2
9780748115563,Jeannette Walls,eBook,,352,$11.99,2010-02-04,ePUB,The Glass Castle The New York Times Bestseller - Two Million Copies Sold
9780755358939,Dee Williams,eBook,,320,$12.99,2011-06-09,ePUB,Lights Out Till Dawn A moving saga of a family's struggles in wartime London
9780141927558,Shirley Jackson,eBook,,176,$15.99,2009-10-01,ePUB,We Have Always Lived in the Castle 
9780141903163,Jane Green,eBook,,400,$15.99,2000-06-01,ePUB,Bookends 
9780199754878,"the late Richard Courant,Herbert Robbins",eText,,,$30.00,1996-07-18,Format,What Is Mathematics? An Elementary Approach to Ideas and Methods
9780748115372,Robert Jordan,eBook,,1056,$12.99,2010-01-19,ePUB,The Shadow Rising Wheel of Time: Book 4
9780241986899,John Guy,eBook,,100,$15.99,2019-01-31,ePUB,Mary Queen of Scots Film Tie-In
9780141960401,Mary Burton,eBook,,448,$14.99,2010-08-19,ePUB,I'm Watching You 
9781405925648,M. J. Arlidge,eBook,,368,$15.99,2017-05-18,ePUB,Love Me Not DI Helen Grace 7
9780141925288,Nick Hornby,eBook,,256,$15.99,2005-05-05,ePUB,How to be Good 
9780748130771,Patricia Cornwell,eBook,,528,$11.99,2013-11-12,ePUB,Dust 
9780141937458,Hugh Brogan,eBook,,752,$18.99,2001-03-29,ePUB,The Penguin History of the United States of America 
9781407037783,Nora Ephron,eBook,,224,$15.99,2008-09-04,ePUB,I Feel Bad About My Neck with a new introduction from Dolly Alderton
9780755350834,Simon Scarrow,eBook,,448,$12.99,2008-09-04,ePUB,When the Eagle Hunts (Eagles of the Empire 3) Cato & Macro: Book 3
9780241968574,Gabriel Garcia Marquez,eBook,,368,$15.99,2014-03-06,ePUB,Love in the Time of Cholera 
9780547529875,Jacqueline Davies,eBook,,,$4.99,2009-05-04,Format,The Lemonade War 
9780241322369,John le Carré,eBook,,704,$15.99,2018-09-27,ePUB,The Honourable Schoolboy George Smiley: Book 6
9781101082218,Faith Hunter,eBook,$10.99,,$13.19,2009-07-07,Format,Skinwalker A Jane Yellowrock Novel
9780857204301,Philippa Gregory,eBook,,512,$13.99,2011-09-15,ePUB,The Lady of the Rivers Cousins' War 3
9781101903919,"Chrissy Teigen,Adeena Sussman",Hardcover,,240,$59.40,2016-02-23,Hardcover,Cravings Recipes for All the Food You Want to Eat : A Cookbook
9780141969053,Mary Burton,eBook,,480,$15.99,2012-03-15,ePUB,Merciless 
9780141959368,C.S. Forester,eBook,,304,$15.99,2006-10-05,ePUB,The Happy Return 
9780748109388,Patricia Cornwell,eBook,,416,$11.99,2008-09-04,ePUB,From Potter's Field 
9780241956915,Dominic Sandbrook,eBook,,768,$19.99,2011-05-26,ePUB,"State of Emergency The Way We Were: Britain, 1970-1974"
9780241359181,Jeremy Dronfield,eBook,,320,$16.99,2019-01-24,ePUB,The Boy Who Followed His Father into Auschwitz The Number One Sunday Times Bestseller
9781101079089,Karen White,eBook,$11.99,352,$13.70,2008-11-04,ePUB,The House on Tradd Street 
9780755355983,Jill Mansell,eBook,,352,$11.99,2013-01-31,ePUB,Don't Want To Miss A Thing A warm and witty romance with many twists along the way
9780241957936,Molly Weir,eBook,,208,$14.99,2012-03-29,ePUB,Shoes Were For Sunday 
9780753550281,Greg McKeown,eBook,,272,$18.99,2014-04-17,ePUB,Essentialism The Disciplined Pursuit of Less
9780786954056,R.A. Salvatore,eBook,$12.99,384,$16.12,2009-06-23,ePUB,"Streams of Silver The Legend of Drizzt, Book V"
9781409010661,Val Wood,eBook,,416,$15.99,2010-11-30,ePUB,Homecoming Girls 
9780755350759,Martina Cole,eBook,,300,$11.99,2005-06-10,ePUB,Goodnight Lady A compelling thriller of power and corruption
9780007289264,Alistair MacLean,eBook,,384,$9.99,2008-09-04,ePUB,Fear is the Key 
9780575090989,"Andrzej Sapkowski,David French",eBook,,288,$12.99,2014-03-06,ePUB,Baptism of Fire Witcher 3 - Now a major Netflix show
9780393248821,"Louisa May Alcott,John Matteson",eBook,$49.99,668,$61.55,2015-10-22,ePUB,The Annotated Little Women (The Annotated Books) 
9781408818909,Madeline Miller,eBook,$13.99,368,$15.99,2011-09-05,ePUB,The Song of Achilles The 10th Anniversary edition of the Women's Prize-winning bestseller
9781405932493,M. J. Arlidge,eBook,,400,$15.99,2019-03-07,ePUB,A Gift for Dying The gripping psychological thriller and Sunday Times bestseller
9780571277032,Sebastian Barry,eBook,$12.99,280,$14.29,2016-10-18,ePUB,Days Without End 
9780241385838,Andrew Ridgeley,eBook,,368,$19.99,2019-10-03,ePUB,Wham! George & Me Celebrate 40 Years of Wham! with the Sunday Times Bestseller
9780141960951,John le Carré,eBook,,400,$15.99,2010-09-16,ePUB,Our Kind of Traitor 
9781405922265,Grant Blackwood,eBook,,512,$15.99,2016-06-16,ePUB,Tom Clancy's Duty and Honour INSPIRATION FOR THE THRILLING AMAZON PRIME SERIES JACK RYAN
9781101136249,Florence Scovel Shinn,eBook,$16.99,,$20.54,2009-09-03,Format,The Game of Life and How to Play It 
9780755387083,"James Patterson,Maxine Paetro",eBook,,351,$12.99,2011-04-28,ePUB,4th of July 
9780141909813,Marian Keyes,eBook,,640,$15.99,2005-05-26,ePUB,Rachel's Holiday 
9780755387281,"James Patterson,Maxine Paetro",eBook,,354,$12.99,2011-04-28,ePUB,The 5th Horseman 
9780141900957,Lesley Pearse,eBook,,528,$15.99,2006-01-19,ePUB,A Lesser Evil 
9780765384461,Nnedi Okorafor,eBook,,,$3.99,2015-09-22,Format,Binti 
9781310011504,Karen Lynch,eBook,,,$6.47,2015-11-18,Format,Refuge 
9780755350469,Paul Doherty,eBook,,464,$12.99,2012-09-25,ePUB,The Rose Demon A terrifying tale of medieval England
9780544464032,Jill Nussinow,eBook,,288,$26.99,2016-01-12,ePUB,Vegan Under Pressure 
9780547346656,Carson McCullers,eBook,,,$26.99,2011-01-25,Format,Heart Is A Lonely Hunter A Novel
9780141968728,"J M Roberts,Odd Arne Westad",eBook,,1280,$19.99,2013-03-28,ePUB,The Penguin History of the World 6th edition
9780679645443,"Dakota Meyer,Bing West",eBook,$13.99,,$17.14,2012-09-25,Format,Into the Fire A Firsthand Account of the Most Extraordinary Battle in the Afghan War
9781101171226,Faith Hunter,eBook,$10.99,336,$11.72,2010-01-05,ePUB,Blood Cross A Jane Yellowrock Novel
9780141932408,Sir Keith Thomas,eBook,,880,$19.99,2003-01-30,ePUB,Religion and the Decline of Magic Studies in Popular Beliefs in Sixteenth and Seventeenth-Century England
9781250147905,Melissa Albert,Hardcover,,368,$37.40,2018-01-30,Hardcover,The Hazel Wood The Hazel Wood Book 1
9780060652951,C. S. Lewis,Paperback,,160,$31.50,2015-04-21,Paperback,The Great Divorce 
9780755385775,Rosie Goodwin,eBook,,357,$11.99,2012-11-08,ePUB,The Empty Cradle An unforgettable saga of compassion in the face of adversity
9780571334667,Sally Rooney,eBook,$14.99,304,$16.49,2018-08-28,ePUB,Normal People One million copies sold
9780241968673,"Bethany McLean,Peter Elkind",eBook,,480,$16.99,2013-10-31,ePUB,The Smartest Guys in the Room The Amazing Rise and Scandalous Fall of Enron
9781311858375,Hannie P. Scott,eBook,,,$0.00,2015-05-20,Format,Cookie Recipes 
9780241348413,Robin Stevens,eBook,,352,$9.99,2019-08-08,ePUB,Top Marks For Murder A Murder Most Unladylike Mystery
9780751548303,Elizabeth Chadwick,Paperback,$21.75,496,$24.99,2014-07-08,Paperback,The Summer Queen 
9780241401453,Sir Alastair Cook,eBook,,288,$14.99,2019-09-05,ePUB,The Autobiography The Sunday Times Bestseller
9780983866541,Candice Hern,eBook,,,$3.99,2012-03-20,Format,The Best Intentions 
9780752471372,"John Bennett,Graham Gardner",eBook,$9.99,520,$10.99,2011-10-30,ePUB,The Cromwell Street Murders The Detective's Story
9780141942414,Dick Francis,eBook,,288,$15.99,2012-02-16,ePUB,Comeback 
9780307784346,Alan W. Watts,eBook,$7.99,,$8.55,2011-02-16,Format,The Way of Zen 
9780241970324,Kyril Bonfiglioli,eBook,,198,$15.99,2014-06-05,ePUB,After You with the Pistol The Second Charlie Mortdecai Novel
9781407013152,Sadie Jones,eBook,,480,$15.99,2008-09-04,ePUB,The Outcast Winner of the Costa First Novel Award 2008
9780571340309,Max Porter,eBook,$14.99,224,$16.49,2019-03-05,ePUB,Lanny Author of the Number One Sunday Times Bestseller SHY
9780141929859,"Roald Dahl,Quentin Blake",eBook,,128,$9.99,2007-09-06,ePUB,George's Marvellous Medicine 
9780748130467,Nicholas Sparks,eBook,,224,$11.99,2011-04-07,ePUB,The Notebook The love story to end all love stories
9780743493529,Jude Deveraux,eBook,,288,$6.99,2003-11-10,ePUB,Holly 
9781407005355,James Patterson,eBook,,432,$15.99,2008-11-06,ePUB,Cross Country Alex Cross 14
9780141917672,Lesley Pearse,eBook,,496,$15.99,2010-01-28,ePUB,"Stolen A woman washes up on a beach, barely alive. Who is she?"
9780571328505,Emma Carroll,eBook,$9.99,304,$10.99,2018-07-31,ePUB,Secrets of a Sun King 'THE QUEEN OF HISTORICAL FICTION' Guardian
9781407098012,Frederick Forsyth,eBook,,448,$15.99,2008-09-30,ePUB,The Odessa File The number one bestseller from the master of storytelling
9781119144762,Jeb Blount,eText,,,$35.19,2015-09-29,Format,"Fanatical Prospecting The Ultimate Guide to Opening Sales Conversations and Filling the Pipeline by Leveraging Social Selling, Telephone, Email, Text, and Cold Calling"
9781407070254,Lee Child,eBook,,560,$16.99,2008-09-04,ePUB,Die Trying Jack Reacher: Book 2
9780755379309,Sarah Winman,Paperback,$20.35,352,$22.99,2011-11-29,Paperback,When God Was a Rabbit 
9780141967479,John le Carré,eBook,,288,$15.99,2011-11-03,ePUB,The Looking Glass War George Smiley: Book 4
9781407033839,Ben Elton,eBook,,368,$15.99,2008-09-04,ePUB,Blind Faith 
9780807012444,Thich Nhat Hanh,eBook,$17.99,,$22.01,2000-01-01,Format,The Miracle of Mindfulness An Introduction to the Practice of Meditation
9780748129331,Sarah Waters,eBook,,512,$11.99,2011-02-03,ePUB,The Night Watch shortlisted for the Booker Prize
9781405919203,M. J. Arlidge,eBook,,448,$15.99,2015-02-12,ePUB,The Doll's House DI Helen Grace 3
9781416545484,J.M. Dillard,eBook,,384,$11.99,2007-08-28,ePUB,Resistance The Next Generation: Resistance
9780755350728,Martina Cole,eBook,,300,$11.99,2005-06-10,ePUB,The Runaway An explosive crime thriller set across London and New York
9780749040567,Anna Jacobs,eBook,$12.99,352,$14.38,2011-08-29,ePUB,Elm Tree Road From the multi-million copy bestselling author
9780795337192,Martin Gilbert,eBook,$25.99,,$31.89,2018-09-01,Format,The Holocaust The Human Tragedy
9780812994896,Arthur Herman,eBook,$20.99,,$25.70,2016-06-14,Format,Douglas MacArthur American Warrior
9780241187821,Tom Holland,eBook,,160,$12.99,2016-06-30,ePUB,Athelstan (Penguin Monarchs) The Making of England
9780857200259,Catharine Arnold,eBook,,384,$16.99,2010-08-05,ePUB,City of Sin London and its Vices
9780755377824,Victoria Hislop,eBook,,448,$12.99,2014-09-25,ePUB,The Sunrise The Number One Sunday Times bestseller 'Fascinating and moving'
9781407034843,Terry Pratchett,eBook,,400,$15.99,2008-12-26,ePUB,Small Gods (Discworld Novel 13)
9780716023302,Paul Mendelson,eBook,,192,$12.99,2012-03-01,ePUB,Bridge for Complete Beginners 
9780571348404,Bev Thomas,eBook,$11.99,336,$13.19,2019-03-07,ePUB,A Good Enough Mother 
9781101533079,Julie Garwood,eBook,$12.99,1,$15.42,2011-06-07,ePUB,Saving Grace 
9780786954377,"Margaret Weis,Tracy Hickman",eBook,$12.99,448,$16.12,2010-12-21,ePUB,"Dragons of Autumn Twilight Chronicles, Volume One"
9780755383832,Rosie Goodwin,eBook,,347,$11.99,2011-11-10,ePUB,Whispers A moving saga where the past and present threaten to collide...
9780751565058,Jenny Ashcroft,eBook,,416,$11.99,2016-11-29,ePUB,Beneath a Burning Sky A gripping and mysterious historical love story
9780753529065,Portia Da Costa,eBook,,320,$14.99,2010-09-30,ePUB,The Tutor 
9780812986242,"James A. Michener,Steve Berry",eBook,,,$5.99,2013-11-26,Format,The Source A Novel
9780241962121,Alain de Botton,eBook,,256,$15.99,2016-04-28,ePUB,The Course of Love An unforgettable story of love and marriage from the author of bestselling novel Essays in Love
9780857076755,Rachel Renee Russell,eBook,,288,$9.99,2011-12-22,ePUB,Dork Diaries Party Time
9781311018953,Katie Davis,eBook,,,$0.00,2016-05-20,Format,How To Write A Children's Book 
9780755350742,Martina Cole,eBook,,300,$11.99,2005-10-06,ePUB,Broken A dark and dangerous serial killer thriller
9780141952055,Bernard Cornwell,eBook,,320,$15.99,2006-11-02,ePUB,Scoundrel The epic adventure thriller from the no.1 bestselling author of the Last Kingdom series
9780241970225,James Reed,eBook,,272,$16.99,2015-01-01,ePUB,Why You? 101 Interview Questions You'll Never Fear Again
9780141971803,Naomi Klein,eBook,,352,$16.99,2014-09-16,ePUB,This Changes Everything Capitalism vs. the Climate
9781405909068,Jojo Moyes,eBook,,448,$15.99,2014-02-27,ePUB,The One Plus One 
9780061980244,Jodi Picoult,eBook,$11.99,512,$12.99,2009-10-06,ePUB,The Pact A Love Story
9780761176916,"Kelly Dorfman,Richard E. Layton M.D.",eBook,,368,$23.99,2013-05-14,ePUB,Cure Your Child with Food The Hidden Connection Between Nutrition and Childhood Ailments
9781328710376,Betty Crocker,eBook,,240,$10.99,2017-10-10,ePUB,Betty Crocker Lost Recipes Beloved Vintage Recipes for Today's Kitchen
9780007320042,Scott Mariani,eBook,,482,$12.99,2009-03-06,ePUB,"The Doomsday Prophecy (Ben Hope, Book 3) "
9780241304396,"Georges Simenon,William Hobson",eBook,,160,$15.99,2019-12-05,ePUB,Maigret and the Informer Inspector Maigret #74
9780755372775,Pamela Evans,eBook,,300,$12.99,2009-10-01,ePUB,The Tideway Girls A thrilling wartime saga of jealousy and love
